Month-Year,Sales Revenue (₹),Service Fees (₹),Rent (₹),Utilities (₹),Salaries & Wages (₹),Raw Materials / Inventory (₹),Transportation / Logistics (₹),Loan Repayments & Interest (₹),Number of Orders,Customers,Average Order Value,Seasonality_Flag,Fuel Price Index,Total Income (₹),Total Expenses (₹),Net Cash Flow (₹)
2017-02,489607,45109,47985,7616,195171,55280,24258,25372,3750,3380,224.06,0,122.43,534716,355682,179034
2017-03,170484,38175,39723,6619,108610,230758,21948,7800,1707,3495,18.34,1,99.29,208659,415458,-206799
2017-04,165348,43590,48677,9458,118186,108282,19803,23556,3968,3666,95.0,1,122.78,208938,327962,-119024
2017-05,243054,32650,41600,10933,190870,105894,9330,38792,4583,1602,8.81,0,85.89,275704,397419,-121715
2017-06,291544,41427,22004,10064,146539,69598,12072,16883,3598,1524,63.83,0,122.41,332971,277160,55811
2017-07,272139,24081,30733,5896,111727,64436,28390,13705,1697,3809,128.67,0,89.79,296220,254887,41333
2017-08,485718,18059,25395,10213,103349,99905,24253,26245,3581,1232,126.98,1,106.19,503777,289360,214417
2017-09,395291,30615,20437,12505,180938,131008,20446,27864,3998,2823,153.92,1,112.38,425906,393198,32708
2017-10,239145,26614,43733,6754,121975,106646,29832,32747,4896,2792,25.65,1,106.42,265759,341687,-75928
2017-11,161341,28040,36579,13229,107498,74033,16313,16153,1046,3132,145.88,0,80.39,189381,263805,-74424
2017-12,261056,14934,32080,11490,192949,53952,5824,30108,4926,2483,34.4,1,98.63,275990,326403,-50413
2018-01,264271,29424,35842,12888,80462,98381,25368,25787,4916,3853,186.43,0,136.9,293695,278728,14967
2018-02,484900,35035,44179,12517,106289,240699,23952,14538,1995,3549,240.2,0,139.38,519935,442174,77761
2018-03,299954,17818,28061,11065,177400,243371,21123,21523,1387,1241,266.73,1,126.75,317772,502543,-184771
2018-04,342904,49123,36964,13820,118220,139690,24079,12010,4443,2465,142.6,1,101.75,392027,344783,47244
2018-05,481582,23924,39204,13977,108997,173599,8988,24943,2020,965,240.27,0,148.11,505506,369708,135798
2018-06,390659,10023,22386,6591,123627,80225,16866,26940,3819,2093,123.65,0,89.22,400682,276635,124047
2018-07,178614,10182,27898,13165,134967,182428,10316,17477,3079,2519,34.84,0,136.82,188796,386251,-197455
2018-08,361000,19634,27304,12167,161440,162412,5699,34197,664,1046,477.34,1,115.99,380634,403219,-22585
2018-09,456374,18847,40253,6708,181167,246342,18464,9309,4210,3020,120.37,1,98.51,475221,502243,-27022
2018-10,470773,49090,41006,13463,197054,190913,28495,17859,2604,2273,181.71,1,95.71,519863,488790,31073
2018-11,176736,19757,37097,12349,191563,219918,11362,26351,4492,2558,3.51,0,107.69,196493,498640,-302147
2018-12,350987,27328,20846,10938,162109,246217,6196,6375,1754,1173,226.76,1,131.07,378315,452681,-74366
2019-01,203384,12343,31366,7124,83425,80479,15593,23355,793,1585,192.61,0,145.36,215727,241342,-25615
2019-02,376492,33317,21644,8534,107968,199997,8531,6344,3611,426,96.64,0,134.3,409809,353018,56791
2019-03,380431,47340,30648,7941,132805,51691,7549,5910,1030,2116,339.6,1,127.66,427771,236544,191227
2019-04,363149,26316,37267,6770,132942,93017,21353,34355,1008,3877,397.04,1,111.32,389465,325704,63761
2019-05,382435,22313,40968,7933,153696,93099,29694,25624,3592,1820,96.64,0,140.27,404748,351014,53734
2019-06,399818,18295,48993,8936,191375,86682,24214,13955,2009,3178,205.17,0,145.01,418113,374155,43958
2019-07,116980,29813,41515,14573,195342,133118,14878,39076,4650,3117,15.18,0,115.85,146793,438502,-291709
2019-08,250811,10025,29799,8831,117343,106680,11224,9297,1955,3450,4.85,1,147.05,260836,283174,-22338
2019-09,424179,26238,44418,8541,117894,159824,17073,37145,4390,2107,127.66,1,107.67,450417,384895,65522
2019-10,253924,19598,41644,8907,154428,84602,7257,27858,1259,3251,207.64,1,89.73,273522,324696,-51174
2019-11,234593,11606,45902,12847,129867,158628,24339,13935,821,2402,314.52,0,101.22,246199,385518,-139319
2019-12,344489,35696,41113,9751,145613,162052,19454,28805,4200,3683,90.89,1,108.64,380185,406788,-26603
2020-01,437518,24220,27585,9564,97824,132747,9377,12904,4253,667,58.14,0,107.61,461738,290001,171737
2020-02,119658,16533,47737,11234,169023,88282,26961,32514,1946,716,39.02,0,133.02,136191,375751,-239560
2020-03,337679,14978,23936,14863,82389,126358,9656,5028,1791,2118,201.38,1,104.05,352657,262230,90427
2020-04,451601,11258,35577,10529,145737,153925,23859,25343,4660,1834,141.42,1,149.35,462859,394970,67889
2020-05,445713,32665,35374,9835,103999,103459,6860,5769,1744,3270,166.64,0,130.42,478378,265296,213082
2020-06,413833,27621,23424,10990,139821,137237,12793,16359,1004,2793,395.72,0,129.37,441454,340624,100830
2020-07,440083,14187,49250,6395,86359,232445,12595,26393,1662,3170,289.06,0,101.15,454270,413437,40833
2020-08,118495,19309,43261,14667,160852,189294,18176,12954,4199,3283,-8.65,1,141.87,137804,439204,-301400
2020-09,179032,18197,21912,6853,104437,148816,24611,9444,1875,2011,109.85,1,143.56,197229,316073,-118844
2020-10,492746,28593,44372,5034,96275,199858,10382,23418,1585,3609,335.33,1,147.79,521339,379339,142000
2020-11,134331,17184,37550,8560,141364,133068,5055,39851,4220,3140,86.21,0,91.62,151515,365448,-213933
2020-12,493783,32204,44720,11970,118423,170538,11389,39729,934,420,461.48,1,138.79,525987,396769,129218
2021-01,404985,16701,21321,13525,127234,220645,16443,32711,1618,3884,400.26,0,135.28,421686,431879,-10193
2021-02,280852,33836,23411,6546,112737,246840,25322,11335,4789,313,-9.45,0,108.85,314688,426191,-111503
2021-03,438501,32201,21998,5218,138088,215606,29727,35383,4501,3896,133.99,1,101.49,470702,446020,24682
2021-04,144953,47107,39530,9562,155950,195065,19826,16480,584,1420,258.1,1,140.53,192060,436413,-244353
2021-05,151301,30345,45399,12967,150467,142058,5261,25660,2394,3042,125.07,0,109.57,181646,381812,-200166
2021-06,358520,48345,45444,6207,150628,108562,9067,25154,670,3221,586.39,0,111.02,406865,345062,61803
2021-07,224357,10065,41281,13458,125885,235883,28907,38666,2490,2942,134.81,0,114.18,234422,484080,-249658
2021-08,213618,24671,25166,10538,171233,134762,20983,16929,3813,513,-18.82,1,115.45,238289,379611,-141322
2021-09,116888,25326,21450,13616,127816,82217,16987,28581,1240,1826,96.98,1,118.03,142214,290667,-148453
2021-10,101116,18172,22898,7862,140788,110809,12621,9099,4789,2711,18.23,1,84.62,119288,304077,-184789
2021-11,293433,43745,31472,8076,85472,139676,5896,26802,2134,1142,118.74,0,117.27,337178,297394,39784
2021-12,120986,29022,43133,13148,180578,86917,11045,28703,1604,3152,6.11,1,98.93,150008,363524,-213516
2022-01,183528,32464,44987,13628,99040,104691,20433,28878,2443,3631,18.36,0,109.99,215992,311657,-95665
2022-02,193030,47323,21507,12084,85402,218545,13225,26845,3074,2928,50.76,0,140.55,240353,377608,-137255
2022-03,424263,25908,41376,6896,114542,119607,21839,22835,1316,1635,239.2,1,106.55,450171,327095,123076
2022-04,386651,28702,22460,12061,140600,92136,22613,24814,4035,1148,126.68,1,116.73,415353,314684,100669
2022-05,195942,26933,38343,9730,176859,88114,7578,26687,4159,1741,90.96,0,139.17,222875,347311,-124436
2022-06,332731,12495,34765,6389,144711,59073,9691,36888,4428,2165,165.62,0,95.75,345226,291517,53709
2022-07,468727,45166,23987,14270,185006,110918,22350,26615,1220,2485,323.27,0,143.23,513893,383146,130747
2022-08,432386,27257,39861,14705,198655,67117,11646,8453,4860,3438,83.09,1,102.39,459643,340437,119206
2022-09,228073,24409,25252,6146,107881,174653,6190,34049,2708,3555,17.17,1,144.13,252482,354171,-101689
2022-10,261635,13224,23023,14108,180381,139961,5229,24879,2441,948,50.28,1,86.57,274859,387581,-112722
2022-11,203120,33494,23910,8883,150877,80113,18734,36889,984,3834,209.14,0,86.24,236614,319406,-82792
2022-12,108380,22024,32224,5284,149774,249753,29676,20253,4295,946,-69.61,1,105.89,130404,486964,-356560
2023-01,350989,28872,20654,5893,194097,92626,18295,35901,1988,2330,189.14,0,94.17,379861,367466,12395
2023-02,420450,25821,48882,13642,111123,144610,19348,17695,4596,1669,77.95,0,122.16,446271,355300,90971
2023-03,319372,19262,47635,9328,146924,171295,22786,34498,3404,2589,35.05,1,83.34,338634,432466,-93832
2023-04,424844,36473,24840,8212,92904,110287,17718,39651,1705,1171,210.29,1,121.14,461317,293612,167705
2023-05,489987,45941,49816,8079,169841,126725,8221,8575,2270,1699,205.78,0,127.61,535928,371257,164671
2023-06,467346,30603,44234,8848,80317,63196,27077,5726,3076,834,122.85,0,98.37,497949,229398,268551
2023-07,149306,34489,21770,8441,107256,243018,24962,21634,4855,1706,104.07,0,96.68,183795,427081,-243286
2023-08,399830,15852,22555,9528,129484,90772,5519,15147,2647,1282,181.46,1,116.22,415682,273005,142677
2023-09,108290,39978,45890,5409,183359,87347,5259,30685,1758,3559,6.35,1,107.33,148268,357949,-209681
2023-10,244173,39195,46295,13002,167341,61210,28122,8238,1866,2006,153.91,1,83.47,283368,324208,-40840
2023-11,321552,20249,44195,9511,133398,240649,7256,35402,3970,3465,39.41,0,98.77,341801,470411,-128610
2023-12,436235,14071,22284,12481,158575,166491,29681,20419,2237,2133,239.95,1,83.38,450306,409931,40375
2024-01,117154,10319,42592,10115,124407,246222,16344,35342,3982,1380,-48.41,0,95.66,127473,475022,-347549
2024-02,453428,20196,37703,7219,157050,195982,19960,30088,3349,1466,72.41,0,134.93,473624,448002,25622
2024-03,372509,29847,28845,10689,156473,101438,11058,19908,2852,497,141.73,1,120.06,402356,328411,73945
2024-04,222022,47946,48553,9393,198071,219761,7267,16346,2306,2641,90.91,1,123.98,269968,499391,-229423
2024-05,377407,30790,25543,11929,127105,96293,8793,25062,2251,2100,97.72,0,105.06,408197,294725,113472
2024-06,200806,14589,38926,9560,175179,110617,28808,32294,3658,1060,115.01,0,144.18,215395,395384,-179989
2024-07,300758,13311,39456,9327,172154,161465,13642,30216,2692,901,221.22,0,84.99,314069,426260,-112191
2024-08,435003,19460,35220,5718,83295,190199,22731,9214,608,3542,676.65,1,130.23,454463,346377,108086
2024-09,107186,43840,26749,5741,127191,144257,29020,36277,2447,2933,22.21,1,87.18,151026,369235,-218209
2024-10,385074,14683,45184,9985,109168,115238,16298,11461,2958,3844,178.03,1,144.48,399757,307334,92423
2024-11,382076,18847,46520,9234,140558,141970,11036,31271,4845,598,93.39,0,118.27,400923,380589,20334
2024-12,436563,33189,20189,13873,83627,193246,5622,10649,4551,3407,38.57,1,96.72,469752,327206,142546
2025-01,197924,37305,41989,12843,181756,126531,14274,28119,1213,1707,217.17,0,88.22,235229,405512,-170283
2025-02,234675,22402,21825,11624,146184,230997,9943,26715,4335,1864,74.73,0,84.62,257077,447288,-190211
2025-03,344224,42774,31350,11272,139349,73610,24203,20587,1474,2172,238.39,1,93.96,386998,300371,86627
2025-04,471634,48280,25008,7636,151330,103918,15501,35597,717,1586,639.53,1,87.1,519914,338990,180924
2025-05,398816,42393,40083,11557,99130,116198,8295,24587,3491,3839,167.02,0,119.24,441209,299850,141359
2025-06,202367,18823,22916,13084,151036,92213,12352,23371,1587,451,131.47,0,111.42,221190,314972,-93782
2025-07,113180,26347,41693,7227,194374,103616,29672,34842,1054,2337,46.78,0,98.49,139527,411424,-271897
2025-08,180653,21074,41624,8320,193438,156607,5601,26220,3156,1897,95.0,1,128.16,201727,431810,-230083
2025-09,167129,41819,44272,7521,137574,132124,13269,19368,3791,2213,47.1,1,137.56,208948,354128,-145180
2025-10,487585,29691,26131,7388,173370,169278,6206,32777,4131,3593,122.59,1,146.82,517276,415150,102126
2025-11,255562,12103,33755,6896,80719,92441,12657,35809,3769,3859,127.78,0,118.49,267665,262277,5388
2025-12,358790,45997,40003,11146,87467,152913,17631,12360,4395,3016,141.25,1,83.86,404787,321520,83267
2026-01,154581,12776,21461,8274,138688,152434,11300,7975,3087,2271,54.31,0,85.11,167357,340132,-172775
2026-02,430801,17795,29860,12445,194531,221532,24893,13960,2997,1127,206.33,0,94.76,448596,497221,-48625
2026-03,181446,43656,20724,11192,120324,121361,11397,29571,4187,2762,85.84,1,94.36,225102,314569,-89467
2026-04,489277,40519,33342,10778,166445,55128,19082,31581,2305,2482,175.1,1,115.9,529796,316356,213440
2026-05,178775,48592,36025,5628,185559,239669,18101,15732,3175,2483,79.58,0,144.55,227367,500714,-273347
2026-06,245217,39090,30914,6683,150522,221122,12827,31554,2872,380,152.01,0,146.3,284307,453622,-169315
2026-07,375484,25369,45312,7895,154019,192475,8698,32842,4877,1674,136.31,0,104.02,400853,441241,-40388
2026-08,432488,49905,30792,5275,165141,215399,19024,36102,1244,1506,375.41,1,89.85,482393,471733,10660
2026-09,408295,12246,49650,10748,90850,237303,10421,12282,4634,747,55.17,1,118.33,420541,411254,9287
2026-10,378350,27310,30421,13207,187865,50320,15282,31328,1372,2642,231.35,1,143.45,405660,328423,77237
2026-11,450396,11758,25322,5657,156211,238333,5016,29930,958,1480,416.24,0,122.84,462154,460469,1685
2026-12,234556,44921,30231,5365,180094,147475,8109,9393,4429,2630,43.94,1,140.92,279477,380667,-101190
2027-01,240886,23617,33955,10336,115289,97212,20957,18026,2927,946,163.7,0,128.1,264503,295775,-31272
2027-02,110431,26184,40925,11150,115381,170047,15919,35208,675,808,240.5,0,122.05,136615,388630,-252015
2027-03,108473,28125,40752,7857,185942,76940,16491,5359,4727,475,-18.98,1,115.93,136598,333341,-196743
2027-04,328914,25570,34155,10290,135747,176978,21095,28251,3833,1949,102.25,1,134.46,354484,406516,-52032
2027-05,226123,11310,35800,5049,145022,57645,17556,20934,1587,952,166.92,0,145.7,237433,282006,-44573
2027-06,395330,39110,27986,10582,184601,206146,22573,16660,2828,2150,236.9,0,102.64,434440,468548,-34108
2027-07,331001,44057,27766,5849,144291,115243,29098,8018,3722,3898,97.84,0,120.54,375058,330265,44793
2027-08,175799,49737,37344,14170,165305,159867,18271,22474,4169,1703,73.25,1,119.4,225536,417431,-191895
2027-09,252646,38943,23477,11879,164886,218141,10779,8337,792,1303,177.45,1,106.49,291589,437499,-145910
2027-10,366599,21904,35649,10636,197651,160034,15943,25186,2509,1696,143.89,1,142.9,388503,445099,-56596
2027-11,467644,45050,39501,10256,89997,151993,28478,19650,3401,730,-10.86,0,147.12,512694,339875,172819
2027-12,318752,46715,39281,11407,184384,158818,11393,14401,4102,2756,84.36,1,94.87,365467,419684,-54217
2028-01,387927,15612,49238,10423,111877,233572,24606,6803,3064,3508,159.14,0,99.34,403539,436519,-32980
2028-02,351416,42845,22098,10957,181718,79721,22977,10330,1988,3941,143.8,0,115.32,394261,327801,66460
2028-03,388412,34562,48437,12858,125064,190957,23892,31416,621,2258,644.2,1,127.75,422974,432624,-9650
2028-04,300407,19408,23890,11284,154937,101042,12786,7793,684,473,425.27,1,109.81,319815,311732,8083
2028-05,482680,31479,30507,9221,189054,80433,23583,32730,4582,2685,139.86,0,81.62,514159,365528,148631
2028-06,159267,21137,45466,5560,85029,160733,7471,6634,3901,1550,89.07,0,133.23,180404,310893,-130489
2028-07,282576,38053,45160,10344,187652,241967,11759,21166,3875,1386,47.86,0,94.63,320629,518048,-197419
2028-08,173561,23323,45552,6085,192050,113161,20714,32373,1817,3741,115.33,1,124.88,196884,409935,-213051
2028-09,251588,47744,30593,13153,128677,133559,21948,36632,4192,1565,102.19,1,97.77,299332,364562,-65230
2028-10,454184,39162,40039,8463,111597,76895,11499,17747,3816,3752,165.66,1,91.27,493346,266240,227106
2028-11,108637,13210,24627,7115,179246,123456,10851,37635,2298,3320,-23.36,0,113.69,121847,382930,-261083
2028-12,433296,29964,48094,9168,186591,217509,15485,25481,3594,3547,144.88,1,124.56,463260,502328,-39068
2029-01,370204,37621,44775,10526,117194,65707,7511,24291,512,2865,677.27,0,107.09,407825,270004,137821
2029-02,258750,37740,41452,6297,149231,60717,28127,6951,2889,1891,81.77,0,100.6,296490,292775,3715
2029-03,314299,35702,21823,11953,152748,179028,17430,17677,4725,1537,14.29,1,142.74,350001,400659,-50658
2029-04,193510,43657,35031,8031,165400,249802,15836,8229,581,3219,225.22,1,114.4,237167,482329,-245162
2029-05,251937,14704,21437,11225,99158,69746,14530,7182,4768,3639,9.05,0,129.38,266641,223278,43363
2029-06,327131,26103,21297,10559,113128,122887,14287,26752,1967,3839,136.12,0,111.28,353234,308910,44324
2029-07,237478,32940,33216,11047,183299,60391,22517,12154,4200,1940,106.95,0,105.48,270418,322624,-52206
2029-08,443272,42900,47141,7063,92707,247163,5921,21415,3389,2920,107.38,1,97.79,486172,421410,64762
2029-09,282957,36599,28529,13139,198293,118396,5366,14862,3856,456,44.15,1,114.86,319556,378585,-59029
2029-10,438614,37140,20400,10338,174223,156114,28139,37930,694,713,713.02,1,101.9,475754,427144,48610
2029-11,313781,48520,23506,12585,122214,96491,18576,15049,1150,694,288.94,0,88.5,362301,288421,73880
2029-12,481700,30828,45184,9458,170169,83296,27574,29924,4093,3342,122.23,1,94.8,512528,365605,146923
2030-01,163649,33535,29762,7501,147987,75825,8593,11860,1757,2432,46.51,0,109.04,197184,281528,-84344
2030-02,127726,42994,23859,5086,133573,143727,25863,19459,4182,2051,89.37,0,82.87,170720,351567,-180847
2030-03,343639,29053,34674,8788,94181,69602,7042,24896,4844,1947,96.65,1,128.07,372692,239183,133509
2030-04,158448,26670,49838,9665,170983,228732,29562,21903,2337,533,85.37,1,91.78,185118,510683,-325565
2030-05,479421,49274,37818,6112,116012,54466,5576,34050,3064,889,196.35,0,105.67,528695,254034,274661
2030-06,459656,23815,39551,8240,123581,245400,12975,15258,4823,3041,21.13,0,114.73,483471,445005,38466
2030-07,492175,16353,34059,10727,157008,180088,26264,27498,1680,2626,241.87,0,87.93,508528,435644,72884
2030-08,482045,33816,32657,8032,107783,214611,26269,22013,4454,605,90.06,1,140.36,515861,411365,104496
2030-09,331358,20881,27497,10480,156269,132695,18576,13312,4063,974,156.89,1,115.19,352239,358829,-6590
2030-10,395199,16768,47618,5225,183101,63408,11584,13038,1804,1424,121.88,1,113.94,411967,323974,87993
2030-11,280551,33755,49081,9623,86077,181973,7561,29195,4542,1501,80.94,0,95.69,314306,363510,-49204
