Month-Year,Sales Revenue (₹),Service Fees (₹),Rent (₹),Utilities (₹),Salaries & Wages (₹),Raw Materials / Inventory (₹),Transportation / Logistics (₹),Loan Repayments & Interest (₹),Number of Orders,Customers,Average Order Value,Seasonality_Flag,Fuel Price Index,Total Income (₹),Total Expenses (₹),Net Cash Flow (₹)
2019-07,338561,10107,27483,14891,159919,82812,9389,8166,4999,3878,32.86,0,106.94,348668,302660,46008
2019-08,113059,29166,23767,13588,88491,69123,21247,38410,542,2565,222.92,1,94.95,142225,254626,-112401
2019-09,112263,28125,29687,11499,93250,109839,24545,23476,4497,2335,73.5,1,141.24,140388,292296,-151908
2019-10,364614,34906,34272,7602,172358,212719,5210,29273,1489,2062,285.28,1,96.51,399520,461434,-61914
2019-11,316738,39873,22906,6515,190321,209964,23485,30029,2090,2059,98.13,0,145.93,356611,483220,-126609
2019-12,191843,39752,47096,9877,174875,216159,13865,36470,730,2039,228.75,1,85.54,231595,498342,-266747
2020-01,375412,41658,27396,10782,144415,113064,13435,24022,2363,1847,194.7,0,113.52,417070,333114,83956
2020-02,326558,19343,33991,6989,181415,59541,15450,37670,1417,1869,280.98,0,118.74,345901,335056,10845
2020-03,348168,30272,48516,14845,182735,90486,11294,10171,2530,1110,134.61,1,81.02,378440,358047,20393
2020-04,438670,43211,25793,6866,89859,94576,28292,22538,2296,2103,245.88,1,110.46,481881,267924,213957
2020-05,401688,47366,30480,10438,174105,104500,14620,6134,2630,2510,121.55,0,87.94,449054,340277,108777
2020-06,403234,40659,36574,6563,132011,181561,27952,8170,3231,3413,112.17,0,85.91,443893,392831,51062
2020-07,136331,23959,30610,7569,83306,188978,22235,9101,2868,301,29.28,0,100.21,160290,341799,-181509
2020-08,198838,24101,34143,10798,95379,144313,28381,32656,3858,2348,127.46,1,91.24,222939,345670,-122731
2020-09,273476,21659,40453,13509,95799,148796,19940,24444,2514,3969,10.19,1,106.56,295135,342941,-47806
2020-10,271560,10276,40802,10698,143792,161863,13363,28835,3749,821,77.99,1,101.26,281836,399353,-117517
2020-11,280161,16966,22317,9040,191813,123095,14723,30034,631,3138,565.47,0,108.17,297127,391022,-93895
2020-12,168535,32198,23345,12793,106399,111734,5933,26500,1825,504,81.7,1,145.51,200733,286704,-85971
2021-01,320595,21141,23681,10509,170009,56069,10074,35139,4656,3325,124.54,0,141.24,341736,305481,36255
2021-02,277273,12512,35617,13131,132914,70826,27631,26988,1034,1467,327.56,0,89.25,289785,307107,-17322
2021-03,283569,35992,48279,14436,90907,73197,7260,23159,4644,1079,59.7,1,134.6,319561,257238,62323
2021-04,134730,26758,40923,14149,126170,240276,6798,20046,2027,3895,41.62,1,118.39,161488,448362,-286874
2021-05,229274,26930,21298,7456,114042,199603,23088,38755,2561,2801,92.9,0,124.82,256204,404242,-148038
2021-06,374519,10144,44593,5847,112889,172889,7901,36424,2118,572,250.98,0,106.44,384663,380543,4120
2021-07,388296,38919,40589,5481,129267,57004,5336,26265,4430,2312,13.94,0,84.67,427215,263942,163273
2021-08,191548,42713,44079,10625,80274,128729,17429,15509,1810,2831,124.26,1,140.33,234261,296645,-62384
2021-09,373525,46335,32435,6942,89094,76046,21104,10226,1091,3924,458.62,1,137.13,419860,235847,184013
2021-10,377655,14708,27731,13137,140190,159263,28512,14699,2097,2671,85.87,1,97.81,392363,383532,8831
2021-11,229251,10122,37385,9805,148454,159286,21223,37048,2222,3684,114.32,0,92.8,239373,413201,-173828
2021-12,323514,17426,32446,8045,98699,122815,24478,13766,1070,1146,344.62,1,138.91,340940,300249,40691
2022-01,383200,30247,35121,7518,161342,59665,9276,13075,2278,712,131.38,0,139.01,413447,285997,127450
2022-02,448221,34191,37059,5362,172598,190272,24327,10471,1052,1780,428.51,0,112.9,482412,440089,42323
2022-03,328335,29031,26550,11418,125276,102205,27439,20912,3496,3159,125.14,1,136.04,357366,313800,43566
2022-04,327052,44088,37755,10682,161810,215133,5346,22170,3076,499,20.94,1,126.27,371140,452896,-81756
2022-05,278950,18678,33342,8266,167138,90264,16372,27441,3548,3249,74.95,0,148.24,297628,342823,-45195
2022-06,397295,43622,40984,12511,122330,151774,26819,10374,4598,1935,115.0,0,98.94,440917,364792,76125
2022-07,326267,42118,49573,11757,134492,69606,25972,11611,4433,2804,130.75,0,106.96,368385,303011,65374
2022-08,259186,38903,23455,9176,175194,186392,11168,11850,3713,2294,7.16,1,106.63,298089,417235,-119146
2022-09,478866,48335,48675,10252,164361,96093,8700,6537,3676,799,114.56,1,111.44,527201,334618,192583
2022-10,431937,26615,36272,14554,161845,119764,26478,25021,4993,2172,87.9,1,143.1,458552,383934,74618
2022-11,125079,45353,36306,9687,102690,91637,13548,29963,4912,3244,63.78,0,86.36,170432,283831,-113399
2022-12,140353,19023,26522,11768,109600,102147,9433,28169,1982,1755,78.14,1,115.96,159376,287639,-128263
2023-01,287257,39670,42087,11454,94530,164922,12844,36109,3550,3743,68.03,0,138.46,326927,361946,-35019
2023-02,157142,31028,29799,11062,162659,243327,11556,33409,658,3968,163.5,0,136.83,188170,491812,-303642
2023-03,149388,32020,23325,5900,167884,176731,9825,36673,2614,3795,57.83,1,101.27,181408,420338,-238930
2023-04,475579,41420,34787,9663,103565,115063,10993,25847,1718,816,311.23,1,146.13,516999,299918,217081
2023-05,143728,43546,34937,13298,194649,244904,21752,13974,4429,2090,40.9,0,107.04,187274,523514,-336240
2023-06,334971,31468,36685,10470,182393,191198,20332,19306,1203,1479,275.75,0,127.49,366439,460384,-93945
2023-07,456645,41483,21642,7300,194493,227310,10113,18971,2804,1031,172.21,0,126.83,498128,479829,18299
2023-08,148054,42284,41742,9517,147161,193671,8848,12517,4352,2686,123.72,1,120.75,190338,413456,-223118
2023-09,488109,22321,20557,8309,142370,103140,22897,38329,869,1415,629.45,1,81.0,510430,335602,174828
2023-10,216430,30487,44084,5889,190080,231404,12853,15008,4631,2727,103.19,1,130.16,246917,499318,-252401
2023-11,344112,35507,27521,5478,134748,56038,23694,30201,2518,3148,214.4,0,113.67,379619,277680,101939
2023-12,267097,48467,33893,9608,167848,188421,26267,22445,1249,3625,210.16,1,81.74,315564,448482,-132918
2024-01,302407,20391,29010,8108,197168,109551,8963,16364,1316,1745,149.7,0,80.41,322798,369164,-46366
2024-02,113373,24075,27611,11305,103387,84039,15318,29436,814,3681,105.79,0,96.32,137448,271096,-133648
2024-03,255993,37712,28848,9865,124368,193083,27942,38673,608,2112,380.8,1,140.36,293705,422779,-129074
2024-04,196651,23191,46896,13582,132931,65768,15435,31199,4856,2829,129.51,1,80.48,219842,305811,-85969
2024-05,397468,30432,41155,7920,91023,191670,20112,24786,4320,1500,50.83,0,129.66,427900,376666,51234
2024-06,374382,21241,47517,12749,99209,188431,24602,35885,2368,1638,180.98,0,148.23,395623,408393,-12770
2024-07,347500,18683,38371,6029,169758,193889,24954,17207,3456,661,118.31,0,86.63,366183,450208,-84025
2024-08,130076,24579,26134,9927,156085,179180,25548,18059,764,2247,185.13,1,114.37,154655,414933,-260278
2024-09,280759,32321,40241,14902,195282,166593,18372,7898,3223,2978,20.87,1,131.73,313080,443288,-130208
2024-10,386816,29214,26354,10239,162815,224965,13328,5332,1985,1868,146.42,1,107.09,416030,443033,-27003
2024-11,165264,15307,47041,13445,167972,194033,20991,30116,2205,1412,47.48,0,146.21,180571,473598,-293027
2024-12,386557,33771,30652,6806,94751,207794,25374,26167,4348,447,98.44,1,105.57,420328,391544,28784
2025-01,182241,47928,24534,6055,195489,173879,23814,32903,3208,3258,44.55,0,98.39,230169,456674,-226505
2025-02,444255,45379,26458,8601,125557,117178,21254,14811,4026,547,87.53,0,111.83,489634,313859,175775
2025-03,286646,23994,33234,10449,157760,245097,29734,36726,3172,635,149.01,1,126.31,310640,513000,-202360
2025-04,443741,20590,25304,7276,179540,86460,14896,18659,1492,461,310.39,1,92.2,464331,332135,132196
2025-05,236586,36712,26491,9267,194707,226761,22019,36653,2715,3423,145.42,0,149.65,273298,515898,-242600
2025-06,240840,33863,44273,10394,125207,100439,5867,31935,4672,443,115.23,0,99.2,274703,318115,-43412
2025-07,478429,48874,49887,7547,103947,87470,26482,5319,2543,1818,93.62,0,114.84,527303,280652,246651
2025-08,340466,27076,29742,14896,122171,136911,14329,28681,4449,407,119.99,1,110.22,367542,346730,20812
2025-09,246708,32571,38599,9251,180969,126242,5145,7126,3499,538,77.66,1,86.77,279279,367332,-88053
2025-10,227077,31766,28653,5164,89219,90253,15043,14999,1037,970,147.67,1,127.16,258843,243331,15512
2025-11,347079,13302,45075,14426,146156,239531,17249,29259,2327,1501,128.1,0,98.06,360381,491696,-131315
2025-12,446181,40507,46280,14783,191812,150094,15304,18486,2676,2091,104.39,1,116.26,486688,436759,49929
2026-01,491744,44062,27058,12188,144454,121556,13874,14899,4397,3055,63.93,0,120.62,535806,334029,201777
2026-02,172679,28751,38173,5577,169905,173148,22699,24984,3178,1579,64.24,0,126.57,201430,434486,-233056
2026-03,164255,49916,30197,8624,85985,106037,23664,35873,3974,578,54.45,1,121.47,214171,290380,-76209
2026-04,388032,37183,28455,8956,186629,198915,15537,18055,2493,2637,197.87,1,112.94,425215,456547,-31332
2026-05,391629,13706,33376,5929,111835,249571,12261,6937,4323,1343,74.66,0,127.96,405335,419909,-14574
2026-06,197382,33020,23068,6000,194346,177389,12503,35041,932,1050,198.93,0,82.03,230402,448347,-217945
2026-07,131755,41489,24462,14439,148432,202913,11949,15739,3010,3238,93.76,0,132.81,173244,417934,-244690
2026-08,440074,45032,48003,7679,192054,112113,19601,34866,3031,3556,104.88,1,132.81,485106,414316,70790
2026-09,480532,23814,41503,13721,111809,248280,15392,18100,2141,1564,204.83,1,91.38,504346,448805,55541
2026-10,120455,29157,33173,7422,105191,227318,14570,22352,4151,3741,163.03,1,100.72,149612,410026,-260414
2026-11,435211,45678,43053,10605,99958,64934,11731,27437,603,1942,708.76,0,96.47,480889,257718,223171
2026-12,496349,36252,37016,13131,178030,229519,7271,39999,608,2405,882.69,1,125.18,532601,504966,27635
2027-01,154807,13119,47674,9278,166937,238831,26657,28290,2422,314,28.61,0,128.67,167926,517667,-349741
2027-02,444886,41698,37282,8347,93465,188947,21750,37110,4657,2889,70.2,0,136.98,486584,386901,99683
2027-03,465741,30620,22205,6647,123000,198438,29142,17525,2147,601,215.13,1,83.06,496361,396957,99404
2027-04,323748,47291,29973,10712,111784,156277,12752,29284,1039,3804,371.77,1,140.44,371039,350782,20257
2027-05,168134,42476,26179,13808,87545,160345,19731,33764,4028,2029,-20.76,0,117.04,210610,341372,-130762
2027-06,400719,11950,22950,8398,186685,100708,24961,26870,3126,3155,170.0,0,105.77,412669,370572,42097
2027-07,345738,26787,38943,5567,109390,153349,10173,7787,4861,455,63.06,0,148.96,372525,325209,47316
2027-08,154065,38199,43902,12339,99179,240058,28031,22744,2424,464,-10.25,1,94.29,192264,446253,-253989
2027-09,250949,40206,38291,13691,185456,73250,27902,13886,895,1815,312.59,1,137.33,291155,352476,-61321
2027-10,109779,12248,25942,6179,132824,56380,23835,35341,2527,3707,35.0,1,107.55,122027,280501,-158474
2027-11,246203,28458,49377,12901,151454,69564,6473,21391,1353,3472,199.5,0,97.31,274661,311160,-36499
2027-12,452596,10473,24982,12600,125664,179539,16657,39008,4993,881,141.3,1,114.36,463069,398450,64619
2028-01,245580,35630,30811,10346,159051,142882,21252,36381,1251,2772,289.21,0,137.63,281210,400723,-119513
2028-02,137284,29156,45756,10298,196351,63397,9995,32836,2018,409,166.9,0,111.39,166440,358633,-192193
2028-03,366862,19442,43559,10539,140907,168591,7292,17967,3508,2486,15.48,1,81.2,386304,388855,-2551
2028-04,257479,23978,45589,9487,116665,204225,22231,27652,3064,886,88.83,1,96.9,281457,425849,-144392
2028-05,344803,20508,21041,12054,138120,176897,17898,6208,3189,3752,86.0,0,136.01,365311,372218,-6907
2028-06,354656,18656,30585,6286,137363,76532,15669,10020,4368,458,113.6,0,130.47,373312,276455,96857
2028-07,418528,24588,33162,8898,125514,229914,27597,31619,525,2277,842.05,0,146.4,443116,456704,-13588
2028-08,327101,45516,41577,13887,152056,229848,9615,33898,2316,3305,117.8,1,124.27,372617,480881,-108264
2028-09,189003,11650,44216,14642,179400,210960,14147,25027,2189,376,116.74,1,86.43,200653,488392,-287739
2028-10,461723,11321,48387,10462,96837,220615,9152,13321,942,987,504.3,1,112.82,473044,398774,74270
2028-11,304290,17921,27514,5274,83859,184848,11347,7171,4754,1021,16.17,0,112.47,322211,320013,2198
2028-12,114044,13817,38191,10655,174460,225328,14002,30745,654,1459,210.84,1,132.3,127861,493381,-365520
2029-01,292240,31592,34790,9700,187043,123061,10105,18928,2469,2710,203.2,0,97.8,323832,383627,-59795
2029-02,323002,42967,29441,6954,119312,150308,17105,14628,715,2414,351.76,0,125.61,365969,337748,28221
2029-03,470202,38607,29709,9945,133283,114925,28492,29320,1244,2708,369.36,1,139.53,508809,345674,163135
2029-04,283571,35200,47596,13836,146987,159959,15989,9661,4434,3638,76.01,1,93.55,318771,394028,-75257
2029-05,145748,45581,37366,5245,150356,139278,28447,25677,3853,711,38.67,0,83.13,191329,386369,-195040
2029-06,325841,37061,46278,13853,88560,174279,15912,23392,1536,2289,319.88,0,108.56,362902,362274,628
2029-07,315463,34181,29798,6157,153564,144998,29162,13414,2509,2173,156.58,0,82.4,349644,377093,-27449
2029-08,421413,19184,38229,10257,189918,170419,15640,21529,3844,744,84.88,1,94.07,440597,445992,-5395
2029-09,173912,11727,26734,13859,126670,175165,18707,25770,3334,1036,118.38,1,95.93,185639,386905,-201266
2029-10,340684,42525,20525,13586,104212,214957,10123,32960,4439,1558,140.7,1,87.14,383209,396363,-13154
2029-11,474492,29558,43479,8771,127990,68071,5753,32688,2061,1051,213.18,0,86.23,504050,286752,217298
2029-12,266613,25657,30922,14099,95072,248120,5500,32128,3775,3650,34.04,1,83.5,292270,425841,-133571
2030-01,380945,23580,20420,14462,177218,122669,24626,37643,1669,1569,229.67,0,80.34,404525,397038,7487
2030-02,183782,28091,20511,11789,135638,58810,20674,26272,3982,2907,53.67,0,83.82,211873,273694,-61821
2030-03,490593,30354,36205,5901,105614,176246,27919,32017,1168,3896,323.8,1,113.21,520947,383902,137045
2030-04,227119,42443,47938,9466,181269,134183,14083,30965,3539,2191,46.14,1,93.43,269562,417904,-148342
2030-05,140699,12068,22621,11073,114032,214700,12264,11296,3601,1383,72.74,0,114.81,152767,385986,-233219
2030-06,403492,23759,23994,11771,105405,138869,8670,14938,3732,1830,42.45,0,95.53,427251,303647,123604
2030-07,110308,19348,29521,8570,183591,184504,11598,27349,2974,757,21.69,0,101.69,129656,445133,-315477
2030-08,478004,20205,32510,5959,192847,118310,8214,19924,4505,3671,199.18,1,125.22,498209,377764,120445
2030-09,481836,48271,22859,6615,119036,60205,22969,30893,1862,3241,349.1,1,145.74,530107,262577,267530
2030-10,207443,30180,36513,8334,105735,161252,11724,16504,2073,1243,113.89,1,100.06,237623,340062,-102439
2030-11,200110,34428,26782,12401,136167,53038,26075,5413,1622,3393,156.62,0,83.54,234538,259876,-25338
