Month-Year,Sales Revenue (₹),Service Fees (₹),Rent (₹),Utilities (₹),Salaries & Wages (₹),Raw Materials / Inventory (₹),Transportation / Logistics (₹),Loan Repayments & Interest (₹),Number of Orders,Customers,Average Order Value,Seasonality_Flag,Fuel Price Index,Total Income (₹),Total Expenses (₹),Net Cash Flow (₹)
2012-01,177470,43875,33467,6519,182410,130055,25241,5243,2541,2846,21.2,0,135.77,221345,382935,-161590
2012-02,268671,23646,26852,11394,113831,131164,8297,15442,3620,2107,109.45,0,120.15,292317,306980,-14663
2012-03,249213,20328,49945,8176,139705,189861,6528,19213,1698,2836,129.26,1,120.49,269541,413428,-143887
2012-04,236104,30883,26306,9043,192121,161103,8834,21937,1186,1734,164.05,1,139.85,266987,419344,-152357
2012-05,232154,33660,47619,6189,183852,145391,17884,9011,3230,673,15.37,0,97.7,265814,409946,-144132
2012-06,340324,43587,20545,14411,136853,177283,10882,22670,3176,2330,104.95,0,119.41,383911,382644,1267
2012-07,343614,29069,36428,11040,121359,54127,18732,23075,4727,1915,23.51,0,90.49,372683,264761,107922
2012-08,230608,16115,35664,5814,96227,165527,9702,33911,4926,3953,142.86,1,81.34,246723,346845,-100122
2012-09,174177,36891,28665,8803,96512,95748,26343,5003,1807,1444,101.44,1,112.24,211068,261074,-50006
2012-10,284717,31647,37999,12885,164547,142015,21896,37495,3091,3856,134.13,1,134.81,316364,416837,-100473
2012-11,488880,33267,42553,11208,115356,242583,29685,27984,2917,3554,45.57,0,80.52,522147,469369,52778
2012-12,285596,39731,24690,8173,94712,243280,17510,29432,3528,2986,111.04,1,94.76,325327,417797,-92470
2013-01,182106,46117,25478,6331,179333,224353,21543,6436,4668,2246,31.38,0,115.75,228223,463474,-235251
2013-02,203582,10311,43672,7867,165462,188229,7263,28802,2480,3871,162.17,0,147.16,213893,441295,-227402
2013-03,374703,47875,45182,5725,112448,124458,22639,28413,3720,3477,76.16,1,119.3,422578,338865,83713
2013-04,427197,21829,40635,8120,135921,52740,28552,21553,4607,679,8.39,1,85.45,449026,287521,161505
2013-05,388136,10953,22863,9412,128417,202226,11254,35961,1498,2939,315.25,0,103.55,399089,410133,-11044
2013-06,204303,13581,35780,10220,141971,103088,6214,12758,3879,3891,3.22,0,139.97,217884,310031,-92147
2013-07,236967,29210,35034,11481,131634,131110,7303,11854,4048,2768,26.64,0,132.59,266177,328416,-62239
2013-08,450759,10310,47386,10004,144725,187967,27961,13187,3606,2222,53.22,1,111.0,461069,431230,29839
2013-09,231615,13060,39566,12054,88119,168355,16500,17609,4055,994,45.77,1,119.82,244675,342203,-97528
2013-10,458741,47402,25185,13681,82021,223403,12148,28105,4689,1166,126.65,1,121.91,506143,384543,121600
2013-11,180853,27692,26813,8490,156405,141667,16314,39291,2947,1780,122.98,0,133.11,208545,388980,-180435
2013-12,257505,23488,29199,6089,154923,196864,10640,25952,3905,2634,93.96,1,127.52,280993,423667,-142674
2014-01,435056,28412,47426,5746,126305,186866,10222,31651,4484,520,184.76,0,88.13,463468,408216,55252
2014-02,216022,43499,39058,8310,129670,51609,18827,33365,2287,633,82.27,0,114.33,259521,280839,-21318
2014-03,221612,27376,34193,5270,197605,176348,21800,22993,1866,3169,30.82,1,140.55,248988,458209,-209221
2014-04,267368,12155,48650,10690,181205,123280,23590,11235,3774,3246,105.48,1,102.38,279523,398650,-119127
2014-05,144457,16500,44559,14987,183736,224234,17241,17766,2765,425,52.27,0,108.96,160957,502523,-341566
2014-06,180820,29951,42284,8929,123681,84110,6821,7696,2164,600,95.56,0,127.26,210771,273521,-62750
2014-07,183248,49237,36930,9651,166796,105551,6740,36830,4969,2184,3.82,0,81.72,232485,362498,-130013
2014-08,201330,37581,30963,12242,120556,216214,21921,34131,4322,3901,-12.96,1,114.67,238911,436027,-197116
2014-09,474327,35708,38460,7233,80337,117725,14035,21137,1810,2208,295.28,1,94.17,510035,278927,231108
2014-10,190023,39589,43307,14326,112506,140303,28762,13966,1718,1536,149.97,1,109.89,229612,353170,-123558
2014-11,299257,37102,28634,13622,116169,128061,11683,32845,3885,1290,87.11,0,104.55,336359,331014,5345
2014-12,455722,35110,26008,13312,95412,203650,27189,14509,4732,3008,68.76,1,146.39,490832,380080,110752
2015-01,499727,25868,36148,5114,191519,95801,5438,7487,4648,662,124.35,0,146.59,525595,341507,184088
2015-02,380645,34195,47809,5592,95509,225557,5999,5656,4285,991,59.91,0,115.85,414840,386122,28718
2015-03,221586,29116,21910,8279,87989,180339,18939,39587,2275,3124,175.01,1,86.04,250702,357043,-106341
2015-04,117609,18434,27833,8989,86657,107107,8299,18655,4829,3125,2.11,1,125.05,136043,257540,-121497
2015-05,308007,47739,39100,6533,199954,181126,8679,16575,3631,2464,137.58,0,119.52,355746,451967,-96221
2015-06,391119,49520,42520,9767,118152,226297,22421,35994,4189,3421,163.42,0,84.65,440639,455151,-14512
2015-07,352804,16435,20208,6910,156620,72629,6050,7369,1328,1360,237.73,0,113.39,369239,269786,99453
2015-08,392102,45480,35866,9399,97890,210157,26684,21214,3087,2055,97.87,1,139.64,437582,401210,36372
2015-09,207664,30303,49146,14225,176097,141772,19727,30976,3807,3638,97.98,1,109.6,237967,431943,-193976
2015-10,311304,34918,35449,11334,81879,50083,19198,10369,4628,3232,92.21,1,87.37,346222,208312,137910
2015-11,492310,44716,48574,13785,150247,131441,28659,13114,2317,749,131.29,0,147.94,537026,385820,151206
2015-12,471750,35862,27994,9263,82190,201982,25882,17989,2710,3314,253.33,1,95.27,507612,365300,142312
2016-01,174499,27355,32734,14259,141477,120230,27403,23106,1779,1541,90.54,0,117.15,201854,359209,-157355
2016-02,388422,12115,35040,10340,107495,166212,18297,25859,3726,3641,137.76,0,97.01,400537,363243,37294
2016-03,417929,14462,25262,13586,100064,109066,25336,19366,3388,1804,159.1,1,116.71,432391,292680,139711
2016-04,122300,34476,22745,6857,197877,87431,20386,24197,1794,2179,71.77,1,89.91,156776,359493,-202717
2016-05,165039,46678,45667,8296,194713,176569,22842,11784,3228,1355,105.19,0,140.66,211717,459871,-248154
2016-06,199880,18431,35541,11064,162549,94873,23022,6494,1057,3964,197.51,0,123.45,218311,333543,-115232
2016-07,226649,48178,28044,14944,136159,86511,12336,30145,4546,580,2.03,0,87.86,274827,308139,-33312
2016-08,336494,40403,26853,12525,168565,182472,22350,23452,820,861,425.61,1,148.19,376897,436217,-59320
2016-09,489052,37928,38735,6091,162784,181368,12621,25270,3361,1345,182.38,1,121.56,526980,426869,100111
2016-10,252170,43731,35408,12840,115384,110059,8019,25161,4478,3188,-15.27,1,130.48,295901,306871,-10970
2016-11,494000,43203,27298,8478,126684,74737,10217,8130,880,3329,481.99,0,98.66,537203,255544,281659
2016-12,486549,19915,38399,10877,184502,131183,16266,32329,2838,488,140.16,1,141.88,506464,413556,92908
2017-01,317473,28899,34663,6114,162001,63210,15607,25297,3407,1196,86.88,0,115.13,346372,306892,39480
2017-02,472971,34753,23031,12226,188615,64595,26395,15813,3943,3689,26.07,0,143.47,507724,330675,177049
2017-03,142653,42485,39905,13864,147229,183289,17135,36374,3583,3576,38.07,1,126.84,185138,437796,-252658
2017-04,317724,44365,26848,6803,157452,245817,16758,6410,1659,3727,268.9,1,93.84,362089,460088,-97999
2017-05,292518,39689,24660,10538,126042,140140,16041,33892,1438,1431,176.29,0,124.52,332207,351313,-19106
2017-06,248373,43705,27001,6431,93322,199969,25668,32497,2034,1228,195.68,0,122.29,292078,384888,-92810
2017-07,120780,22385,28494,11904,98450,238458,25566,11208,4665,2179,4.65,0,102.31,143165,414080,-270915
2017-08,380987,48072,30610,12237,87262,224620,25885,23804,2088,967,290.73,1,122.61,429059,404418,24641
2017-09,460987,41728,40526,5645,83625,104677,21946,22785,3667,1502,112.58,1,86.87,502715,279204,223511
2017-10,377970,30656,27067,12015,100086,210087,13117,37790,2126,2974,148.66,1,146.27,408626,400162,8464
2017-11,478878,33955,45958,10246,107456,77121,28878,22243,4966,1766,120.13,0,88.54,512833,291902,220931
2017-12,335483,43476,34128,6630,184720,228767,5238,31282,1625,1263,210.24,1,109.26,378959,490765,-111806
2018-01,452392,18055,38149,9969,157624,238635,13609,27140,1696,558,321.83,0,82.46,470447,485126,-14679
2018-02,295858,39417,40715,5196,132944,143615,19100,30096,2937,2692,28.24,0,99.72,335275,371666,-36391
2018-03,318761,35810,27420,7286,192996,137091,25155,29727,1779,3091,154.62,1,139.37,354571,419675,-65104
2018-04,409831,22898,20063,5746,128950,240786,14910,18312,1849,2171,281.02,1,93.66,432729,428767,3962
2018-05,421738,24804,38461,6174,153581,233157,22064,25233,3302,1809,73.49,0,121.82,446542,478670,-32128
2018-06,330172,47453,29095,8565,190850,188917,17248,14380,3476,3439,178.87,0,130.73,377625,449055,-71430
2018-07,400742,49908,20986,10615,126456,77462,26579,39775,824,965,428.67,0,87.36,450650,301873,148777
2018-08,277819,26300,25239,11209,147372,58051,29712,9779,1577,1918,185.25,1,105.76,304119,281362,22757
2018-09,341308,31289,39884,9106,181432,217892,16256,5221,3348,3346,124.12,1,141.34,372597,469791,-97194
2018-10,149415,26895,21765,10147,148386,91862,14197,26557,4826,1094,55.94,1,137.19,176310,312914,-136604
2018-11,134766,41768,34361,12306,82497,220616,10837,37313,4744,1324,70.38,0,141.05,176534,397930,-221396
2018-12,105520,24446,32585,6499,136569,50285,6526,6675,2077,2703,-1.64,1,123.21,129966,239139,-109173
2019-01,246924,11733,45307,6347,133451,238066,13119,22010,4238,1545,37.35,0,120.15,258657,458300,-199643
2019-02,248606,13231,36367,13377,164867,68197,14379,24832,2622,1187,56.87,0,122.28,261837,322019,-60182
2019-03,227941,41625,23120,5458,182488,197819,7035,14465,1309,3098,174.64,1,145.97,269566,430385,-160819
2019-04,281751,37584,44802,11731,101370,245871,17712,28254,4253,2372,106.72,1,84.11,319335,449740,-130405
2019-05,309759,48704,39492,8014,163086,130997,28532,36868,4885,3745,41.03,0,99.95,358463,406989,-48526
2019-06,126933,19182,46470,9851,95329,82009,21482,12311,1913,2078,21.08,0,114.59,146115,267452,-121337
2019-07,246327,19238,41147,13375,107282,128840,14402,21683,564,362,359.77,0,128.71,265565,326729,-61164
2019-08,433388,44584,35126,11583,124386,163110,9094,33127,4176,404,-14.14,1,142.35,477972,376426,101546
2019-09,236542,10308,45540,9069,97768,70511,10582,27750,2351,398,113.48,1,140.54,246850,261220,-14370
2019-10,400507,29081,33360,12750,84224,170740,18325,10449,1466,425,326.19,1,96.1,429588,329848,99740
2019-11,230244,28928,46891,12010,89178,213808,29003,23025,1935,597,136.1,0,116.43,259172,413915,-154743
2019-12,330578,46181,47426,12211,117402,128853,10094,24012,3823,3035,84.31,1,102.81,376759,339998,36761
2020-01,251805,39352,49345,12809,169695,83463,7053,9445,3306,1891,89.68,0,130.06,291157,331810,-40653
2020-02,490369,22370,29301,8866,153840,214953,26982,15100,3202,1880,174.61,0,138.76,512739,449042,63697
2020-03,422919,37415,49542,11058,179056,129303,22837,35962,3573,3423,162.16,1,94.7,460334,427758,32576
2020-04,348193,22707,29759,12792,144539,60444,19004,27860,4628,3844,94.39,1,89.0,370900,294398,76502
2020-05,348492,23227,23575,12896,132860,191403,14630,37716,1520,2880,229.75,0,112.63,371719,413080,-41361
2020-06,222693,14642,34501,8749,162987,163443,26627,39681,1417,2906,160.96,0,122.99,237335,435988,-198653
2020-07,157291,38707,29285,8897,105490,245003,25217,12552,4276,2725,-38.21,0,149.12,195998,426444,-230446
2020-08,118043,25694,46244,5242,131335,98340,19400,6802,1112,2280,-26.84,1,94.24,143737,307363,-163626
2020-09,284565,12650,24108,10768,107286,185557,16067,6866,4213,510,75.17,1,130.32,297215,350652,-53437
2020-10,495816,27093,31960,14409,119112,187048,24889,23695,2754,1194,201.96,1,142.52,522909,401113,121796
2020-11,426145,36992,41361,8797,182624,54847,12969,9463,3533,857,126.0,0,96.84,463137,310061,153076
2020-12,254983,25374,43455,7312,122940,141813,25640,39129,3485,3024,61.24,1,137.52,280357,380289,-99932
2021-01,103785,28563,39554,8634,134151,82006,18800,20491,4090,601,48.85,0,115.46,132348,303636,-171288
2021-02,263391,43955,33365,12912,191613,137135,27503,37626,3453,1461,100.71,0,121.81,307346,440154,-132808
2021-03,446653,30619,23317,11845,92777,213969,10314,8080,1774,709,270.47,1,90.12,477272,360302,116970
2021-04,369328,49600,33711,6248,91724,151571,11496,16905,4766,2040,23.26,1,82.69,418928,311655,107273
2021-05,450512,28697,22687,6984,133367,98875,7065,21154,2426,3945,155.75,0,89.01,479209,290132,189077
2021-06,428948,25771,31392,12289,184446,207986,9713,34443,2856,1307,174.92,0,131.41,454719,480269,-25550
2021-07,487145,42387,23335,10186,81772,144055,18479,7951,1803,1118,234.48,0,112.98,529532,285778,243754
2021-08,493665,29650,34260,12475,87634,240252,7980,25741,2458,888,217.71,1,144.87,523315,408342,114973
2021-09,325554,49834,35639,11800,123982,196389,6930,26208,4053,2048,15.32,1,118.2,375388,400948,-25560
2021-10,184337,16030,41316,10870,113540,75062,29728,31919,2140,2801,168.66,1,133.27,200367,302435,-102068
2021-11,489677,28730,42133,13466,88167,219878,29870,8502,1484,3695,409.6,0,82.54,518407,402016,116391
2021-12,265747,24601,22695,9922,160369,80631,23839,31649,2833,2788,102.44,1,83.64,290348,329105,-38757
2022-01,123078,14506,31622,10756,190862,120425,22772,32902,562,3824,187.95,0,83.91,137584,409339,-271755
2022-02,319118,46483,32853,9831,127041,201337,18730,35707,854,2518,408.61,0,112.44,365601,425499,-59898
2022-03,114577,43839,21954,12947,106129,244658,25970,31831,3535,380,-7.11,1,142.85,158416,443489,-285073
2022-04,261588,28511,43510,7546,155057,138363,22307,13659,2326,1811,106.4,1,141.21,290099,380442,-90343
2022-05,336697,35762,48146,7249,142735,74181,27817,6020,3774,3773,56.65,0,81.45,372459,306148,66311
2022-06,121971,41608,37889,14103,110449,211321,19550,28928,3613,560,27.42,0,99.36,163579,422240,-258661
2022-07,180254,19672,30244,7673,196153,225578,26894,13556,575,417,344.74,0,134.67,199926,500098,-300172
2022-08,347867,30027,24939,13047,174070,146250,29248,19968,4576,3000,47.46,1,90.82,377894,407522,-29628
2022-09,288636,44965,30078,9233,150533,52730,8589,19913,1904,3247,94.88,1,119.97,333601,271076,62525
2022-10,455378,27760,24739,6592,99398,166088,24470,19199,1422,2864,298.15,1,82.61,483138,340486,142652
2022-11,258059,45536,47823,11785,119580,174457,27983,13217,2684,2061,233.46,0,112.45,303595,394845,-91250
2022-12,127583,32453,36986,6387,81979,225126,27409,5243,4715,1842,0.36,1,102.22,160036,383130,-223094
2023-01,339452,27124,25834,10181,150063,116933,25792,37224,1720,583,192.79,0,126.18,366576,366027,549
2023-02,197152,32803,25958,9026,199425,97335,15810,19097,642,2154,273.03,0,102.42,229955,366651,-136696
2023-03,465440,36137,28862,9734,94372,217292,29447,29843,1798,3091,285.05,1,116.62,501577,409550,92027
2023-04,262913,27296,44734,14192,173677,100416,7463,19862,1345,2776,233.08,1,95.59,290209,360344,-70135
2023-05,470318,24127,40677,10672,173197,141133,10083,23645,2927,2648,154.94,0,114.64,494445,399407,95038
2023-06,167763,28553,44436,6894,156880,164111,25682,18866,4039,2221,-17.18,0,114.57,196316,416869,-220553
2023-07,104399,19142,30141,11860,161643,184542,26359,30246,3949,2113,11.44,0,114.56,123541,444791,-321250
2023-08,163320,46222,30561,8971,86196,70022,21893,21879,3824,761,-9.07,1,83.33,209542,239522,-29980
2023-09,324293,18150,33935,14138,141708,248083,16357,6696,3410,3488,143.18,1,146.34,342443,460917,-118474
2023-10,261335,38179,29333,10310,110723,141485,22032,20770,2877,1256,108.87,1,130.37,299514,334653,-35139
2023-11,369715,47029,32762,6506,167721,80107,25149,34923,3509,1481,54.64,0,107.47,416744,347168,69576
2023-12,488464,27521,35212,8041,183633,112328,12481,31672,796,440,628.49,1,93.41,515985,383367,132618
2024-01,295258,29920,48415,7453,159084,230699,23544,10037,4379,1502,33.27,0,81.67,325178,479232,-154054
2024-02,337702,33247,49682,14755,140360,208605,22597,25488,738,1962,485.27,0,117.38,370949,461487,-90538
2024-03,426769,17284,31652,10493,177819,85909,10868,8849,2648,2057,144.12,1,108.27,444053,325590,118463
2024-04,394140,38216,48881,8239,98825,159130,15824,37391,4536,673,27.31,1,129.33,432356,368290,64066
2024-05,296551,32063,21055,12860,153672,57282,25032,6668,4891,568,25.24,0,110.26,328614,276569,52045
2024-06,145727,45681,48477,13332,190897,51317,19791,35565,971,3245,166.32,0,95.76,191408,359379,-167971
2024-07,445533,45373,25330,9219,148533,100062,26859,10802,3221,3972,182.3,0,141.43,490906,320805,170101
2024-08,358881,12388,23329,8128,170578,103207,18207,27180,4401,2351,69.15,1,95.62,371269,350629,20640
2024-09,289587,35730,25934,11086,162019,193185,26754,7081,3556,3068,89.07,1,116.54,325317,426059,-100742
2024-10,444301,10747,48154,9672,175396,244956,19596,16088,3720,3859,58.53,1,80.21,455048,513862,-58814
2024-11,455780,23733,43756,11222,123592,190850,7318,39958,2063,2465,150.88,0,111.09,479513,416696,62817
2024-12,278727,18675,35799,11688,140308,139737,23959,39120,3189,2622,-0.05,1,87.01,297402,390611,-93209
2025-01,290599,44479,37339,10982,135539,123266,20204,11361,2789,3201,93.62,0,106.76,335078,338691,-3613
2025-02,463445,24638,42160,12387,199211,61342,29294,29825,3985,376,126.81,0,142.05,488083,374219,113864
2025-03,401411,23045,33114,14911,83615,87555,9785,17464,2471,3123,149.87,1,105.06,424456,246444,178012
2025-04,365319,36016,42822,7961,176715,234926,6300,13459,4783,2604,110.01,1,120.62,401335,482183,-80848
2025-05,166220,17182,36037,11434,195560,164451,14694,22281,779,683,242.81,0,131.63,183402,444457,-261055
2025-06,478839,15527,32367,6584,145403,84597,17547,34200,4976,3041,141.41,0,118.25,494366,320698,173668
2025-07,291617,28752,35554,14938,142042,156756,19547,37821,3301,2757,156.86,0,96.08,320369,406658,-86289
2025-08,405998,13789,43594,8080,119655,194786,9800,25858,2321,1901,217.14,1,149.05,419787,401773,18014
2025-09,246348,34327,41876,9724,135977,151738,26036,21727,1041,2473,312.78,1,117.6,280675,387078,-106403
2025-10,312363,24672,28505,9837,157217,198406,14541,11433,2089,466,226.83,1,137.97,337035,419939,-82904
2025-11,162429,29493,24533,7668,179699,73020,23243,20006,4462,3806,24.02,0,80.21,191922,328169,-136247
2025-12,488599,17071,46112,6358,163906,136565,22220,16124,3648,393,219.68,1,93.32,505670,391285,114385
2026-01,247808,34575,30494,13169,155915,150964,10347,17147,2576,2915,140.24,0,116.65,282383,378036,-95653
2026-02,211117,33604,48564,7831,93442,55099,20867,28689,3998,2556,-12.01,0,95.06,244721,254492,-9771
2026-03,354018,15922,30553,14530,132773,195636,29859,10132,811,1908,406.31,1,127.42,369940,413483,-43543
2026-04,297354,23877,47628,13489,123612,139163,23525,30216,4424,1397,20.9,1,105.28,321231,377633,-56402
2026-05,363975,37339,31793,12343,89830,232116,25631,34730,3045,1229,207.63,0,82.61,401314,426443,-25129
2026-06,228544,27479,40753,13879,113798,87396,5239,12014,4476,1016,-20.96,0,148.75,256023,273079,-17056
2026-07,352246,29642,49163,6377,175734,56757,23349,34147,4397,1752,113.2,0,81.59,381888,345527,36361
2026-08,483167,48712,25689,6293,100314,131477,12235,10166,1198,1468,376.22,1,126.56,531879,286174,245705
2026-09,208063,20419,38656,10665,138177,134721,14542,27699,2210,300,134.59,1,133.69,228482,364460,-135978
2026-10,290238,44973,28737,6092,80806,71077,28245,13683,1934,3123,126.81,1,125.01,335211,228640,106571
2026-11,477633,28370,26980,9464,118699,167286,26071,9839,3180,1031,195.18,0,127.04,506003,358339,147664
2026-12,151138,27721,49320,12309,109898,211836,24607,24694,942,2195,105.6,1,136.3,178859,432664,-253805
2027-01,423037,14914,46895,13916,174901,222622,29518,10185,600,753,793.98,0,108.44,437951,498037,-60086
2027-02,277361,31743,25408,7264,138719,212481,8742,6276,3066,1534,141.72,0,122.29,309104,398890,-89786
2027-03,232225,49596,31253,11036,83374,128721,19216,8232,4314,2676,122.22,1,98.31,281821,281832,-11
2027-04,260902,19688,30234,14459,123631,233681,13920,14872,4228,3855,115.05,1,122.35,280590,430797,-150207
2027-05,442574,31299,23076,9282,82081,157196,9475,8000,1644,1039,306.64,0,81.03,473873,289110,184763
2027-06,173507,39201,27229,9992,118945,186084,14819,8871,2555,2753,-42.0,0,96.55,212708,365940,-153232
2027-07,207332,33521,33598,5929,157572,216507,27442,17375,3268,1902,85.18,0,94.61,240853,458423,-217570
2027-08,320000,31730,39037,8862,145751,215183,19124,19357,2939,1166,170.78,1,89.33,351730,447314,-95584
2027-09,143708,28429,26324,14677,196781,242178,6454,38193,1403,3927,60.9,1,125.24,172137,524607,-352470
2027-10,255232,37204,34894,8134,157747,228314,12540,19085,2244,1267,120.22,1,135.43,292436,460714,-168278
2027-11,211840,38170,24709,7794,103579,138716,27470,26181,2154,2025,61.03,0,127.3,250010,328449,-78439
2027-12,299283,13102,40765,14746,170852,160647,9576,7959,578,1155,499.56,1,146.9,312385,404545,-92160
2028-01,262687,14253,49919,11551,106603,169013,25056,24834,4767,1764,105.09,0,120.14,276940,386976,-110036
2028-02,225227,25012,26656,5523,81226,165408,14389,22744,3499,3313,6.96,0,95.72,250239,315946,-65707
2028-03,113266,38584,25850,9089,174672,69660,7195,20753,1580,3947,69.18,1,94.84,151850,307219,-155369
2028-04,188395,24900,43912,5698,100302,248404,13825,24035,1766,1778,221.0,1,101.55,213295,436176,-222881
2028-05,376349,27472,24926,14296,103629,173469,8053,37999,1871,3397,252.69,0,138.19,403821,362372,41449
2028-06,420021,19795,34536,8397,166340,170762,21123,23742,1388,3129,334.24,0,123.37,439816,424900,14916
2028-07,317748,31625,29492,9379,121594,104316,18423,20553,1470,3962,242.04,0,101.42,349373,303757,45616
2028-08,181227,14207,23436,14271,145522,227684,6355,12132,2066,1239,51.88,1,86.21,195434,429400,-233966
2028-09,220967,46563,32406,11803,158058,107664,16169,20430,3992,1692,54.41,1,124.1,267530,346530,-79000
2028-10,496132,49237,48709,6885,194143,224444,6683,38838,4394,3897,101.23,1,108.82,545369,519702,25667
2028-11,417965,31724,45342,14835,93604,222866,11885,15236,3527,2990,190.02,0,100.21,449689,403768,45921
2028-12,174630,45713,21105,7637,167496,196544,13618,37152,4772,2662,36.52,1,101.51,220343,443552,-223209
2029-01,344182,46231,26742,9512,181921,81090,27819,30636,1200,994,267.38,0,98.95,390413,357720,32693
2029-02,145073,24165,20769,8107,168100,171768,28781,25278,1645,3216,49.63,0,122.33,169238,422803,-253565
2029-03,402408,15189,44268,10974,188571,55842,13105,7870,1487,3896,230.05,1,142.96,417597,320630,96967
2029-04,196628,32799,43951,9294,80417,188687,11056,34582,1328,1962,209.24,1,118.19,229427,367987,-138560
2029-05,145104,32845,30891,13578,91325,211217,11150,7035,3058,3812,102.51,0,83.3,177949,365196,-187247
2029-06,321846,41046,28478,9317,167864,75134,6410,33573,1598,2616,126.26,0,124.64,362892,320776,42116
2029-07,160180,19099,39200,8129,133838,197912,5397,23434,3447,2930,79.89,0,130.82,179279,407910,-228631
2029-08,152229,47467,34695,6661,82377,92968,26655,28617,766,2602,238.09,1,148.05,199696,271973,-72277
2029-09,453567,35234,37482,7463,112285,141143,22359,7108,4155,3220,86.81,1,116.52,488801,327840,160961
2029-10,461297,38978,25199,10893,169828,108002,16261,16126,3765,3473,169.78,1,87.12,500275,346309,153966
2029-11,102283,12953,30256,6763,114582,152310,6144,11659,3159,1876,64.73,0,141.23,115236,321714,-206478
2029-12,169743,29959,47090,8236,152965,163429,27288,22377,1022,1041,144.17,1,102.31,199702,421385,-221683
2030-01,229987,10039,37823,5674,195100,146106,21410,5596,1761,3205,67.38,0,100.85,240026,411709,-171683
2030-02,180285,11397,31036,9872,186292,174923,13111,37482,994,3276,172.04,0,106.37,191682,452716,-261034
2030-03,333227,14006,44749,5034,133294,171068,14072,31191,2960,2317,150.99,1,96.44,347233,399408,-52175
2030-04,460440,42687,49854,10334,193519,165108,25323,10310,3792,1770,62.57,1,129.71,503127,454448,48679
2030-05,150129,40963,47223,12962,163953,153363,8032,27387,4863,804,66.39,0,117.6,191092,412920,-221828
2030-06,330537,44015,34379,6081,85829,178698,14091,25249,1748,2822,106.61,0,102.95,374552,344327,30225
2030-07,223039,20337,37277,5634,123753,178773,18083,35057,2454,386,108.43,0,89.68,243376,398577,-155201
2030-08,396844,45412,30096,7984,188383,216717,13646,10949,3098,2706,89.74,1,109.71,442256,467775,-25519
2030-09,369065,45028,41409,12969,186915,234670,16924,10949,957,3320,424.08,1,112.6,414093,503836,-89743
2030-10,212203,14658,48014,5907,169442,248252,29740,31552,675,3148,272.81,1,143.31,226861,532907,-306046
2030-11,491148,15202,23071,10847,81623,172018,15918,16755,2721,3386,118.05,0,115.64,506350,320232,186118
